influencer,fused_dim_0,fused_dim_1,fused_dim_2,fused_dim_3,fused_dim_4,fused_dim_5,fused_dim_6,fused_dim_7,fused_dim_8,fused_dim_9,fused_dim_10,fused_dim_11,fused_dim_12,fused_dim_13,fused_dim_14,fused_dim_15,fused_dim_16,fused_dim_17,fused_dim_18,fused_dim_19,fused_dim_20,fused_dim_21,fused_dim_22,fused_dim_23,fused_dim_24,fused_dim_25,fused_dim_26,fused_dim_27,fused_dim_28,fused_dim_29,fused_dim_30,fused_dim_31,fused_dim_32,fused_dim_33,fused_dim_34,fused_dim_35,fused_dim_36,fused_dim_37,fused_dim_38,fused_dim_39,fused_dim_40,fused_dim_41,fused_dim_42,fused_dim_43,fused_dim_44,fused_dim_45,fused_dim_46,fused_dim_47,fused_dim_48,fused_dim_49,fused_dim_50,fused_dim_51,fused_dim_52,fused_dim_53,fused_dim_54,fused_dim_55,fused_dim_56,fused_dim_57,fused_dim_58,fused_dim_59,fused_dim_60,fused_dim_61,fused_dim_62,fused_dim_63
ayoe widya,-0.064973146,-0.061546996,0.0111112865,-0.029002119,0.13535984,0.07023974,-0.020882595,-0.09652149,0.11211746,-0.09656344,-0.078232005,-0.049276233,0.11910476,0.03317318,-0.11330362,0.1056904,0.1277414,-0.036615424,-0.01291488,-0.10900438,-0.07725008,0.062950835,-0.08819541,0.050489075,-0.055302512,0.113165535,-0.05003196,0.021231554,-0.0404009,0.029401327,0.06326185,-0.08949563,0.10555783,-0.15656406,-0.0073987786,-0.13113809,0.08232559,0.1127862,0.05905047,0.014222115,0.08872755,0.046148147,0.053873107,-0.05361194,0.04823216,-0.15257317,0.027850183,-0.043617994,-0.103062406,-0.17402497,0.009174969,-0.105046965,0.056924507,0.025343202,0.07986815,-0.034860037,-0.015646636,-0.05684026,-0.06194897,-0.0563669,-0.041083284,-0.034842018,-0.009099141,0.03515339
syifa hadju,-0.11502838,-0.05967877,-0.012470096,-0.049759872,0.17691848,0.043640412,0.00537456,-0.07296461,0.11325048,-0.14144719,-0.1070945,-0.049125113,0.027766246,0.09455496,-0.12351928,0.06900203,0.11389724,-0.046604957,-0.011125354,-0.10042386,-0.09757583,0.16132255,-0.14774501,0.05110947,-0.0807872,0.08649236,-0.005582847,0.05795013,-0.023368927,0.018522795,0.05654697,-0.10355128,0.093575105,-0.21199295,-0.052515678,-0.14589933,0.04734792,0.066753626,0.015469501,0.0010936875,0.10223247,0.06177776,0.05170308,-0.021906652,0.075485855,-0.117234066,0.011677027,-0.0668641,-0.15266535,-0.18195194,0.087290525,-0.13756624,0.10098869,-0.018777095,0.12848392,-0.054626867,0.08641287,-0.04208222,-0.062502235,-0.07267131,-0.009504039,-0.041551642,-0.0075024804,0.05008217
greysia polii,-0.104605764,-0.048691742,-0.014464166,-0.0719333,0.097797245,0.01700605,0.036483046,-0.0498877,0.091038436,-0.12570533,-0.12275071,-0.055188466,0.017024333,0.052579112,-0.11859571,0.052929945,0.10926789,-0.009197911,-0.023564845,-0.06780164,-0.06987165,0.17751996,-0.046540238,-0.004551261,0.021008227,0.07819286,0.020900313,0.04659497,-0.09015156,-0.021214576,0.068541035,-0.10598317,0.06366276,-0.15738118,-0.06046876,-0.12546137,0.060809337,0.04129636,0.028193053,-0.05218144,0.063932866,0.046983957,-0.019375231,-0.033877164,0.027865443,-0.09987135,-0.041395884,-0.02850183,-0.08718461,-0.109037876,-0.0137676895,-0.108013906,0.017152123,0.0075841406,0.05510754,-0.0058591813,0.020638362,-0.020151231,-0.081171155,-0.032446377,-0.065837994,-0.056924008,-0.031644475,0.051675186
apriyani rahayu,-0.08222863,0.05417683,-0.51339525,-0.15443419,0.14175208,-0.13224678,0.21567827,-0.14341645,0.09193236,-0.29392666,-0.28948528,-0.003945677,-0.55423504,0.21597499,-0.11968358,-0.16708092,0.04013601,-0.03227386,0.17381632,0.0065817703,-0.10995128,0.5365933,0.13290079,-0.2065734,0.51511776,-0.31463346,0.32543093,0.20295604,-0.3965093,-0.11817131,-0.18073627,-0.122902416,-0.35982138,-0.266496,-0.34909147,-0.15049882,0.021119844,-0.06010546,0.10004248,-0.5801671,0.006883311,0.06353662,-0.11893761,0.09055401,-0.12453818,0.19721617,-0.31007403,0.016562834,0.06400838,0.43786156,-0.3505999,-0.26507816,-0.29090452,-0.014555333,-0.24673676,0.094108954,-0.16725221,-0.21473879,0.06570723,0.11352603,0.17144208,-0.2672276,-0.05863173,0.18366846
liliyana natsir,-0.11924428,-0.05654322,-0.010452151,-0.06971349,0.13007045,0.020946756,0.03195813,-0.057233337,0.09219007,-0.13521758,-0.12098613,-0.058274865,0.019393273,0.07158311,-0.12192115,0.050975457,0.10851541,-0.020494588,-0.025621057,-0.076704875,-0.08614345,0.19271849,-0.08836296,0.008589147,-0.018597055,0.0820941,0.012325013,0.04278046,-0.0716581,-0.0052519315,0.07707013,-0.112706125,0.07432081,-0.17885602,-0.062007595,-0.12629752,0.05353374,0.04441362,0.015941706,-0.03816536,0.076207995,0.046931766,-0.004662481,-0.032490768,0.047551308,-0.10006261,-0.03321982,-0.04260216,-0.10781535,-0.140181,0.037297755,-0.12148278,0.05301579,-0.010084141,0.08009736,-0.02176723,0.06303336,-0.023111511,-0.08342138,-0.047968727,-0.048560023,-0.047429606,-0.022885855,0.049385794
rio haryanto,-0.094466634,-0.06029871,-0.041200586,-0.047945365,0.17025545,0.039371256,0.007621664,-0.11321743,0.10251057,-0.13336036,-0.10313435,-0.05251053,0.03934382,0.072243385,-0.121817656,0.06574498,0.11267772,-0.048454095,-0.00068908394,-0.098482795,-0.10385971,0.15526204,-0.108081885,0.024764396,-0.03098961,0.06747906,-0.014514668,0.0307132,-0.07233112,0.02740011,0.059823446,-0.10945858,0.066471145,-0.19567491,-0.05491682,-0.125071,0.06643678,0.090693206,0.04283523,-0.047233187,0.08667834,0.04262593,0.037855938,-0.038862765,0.047585055,-0.107642636,-0.017358005,-0.04885705,-0.09987872,-0.13689296,0.035721213,-0.1388786,0.061074283,-0.0033809794,0.060327426,-0.033620335,0.030222256,-0.072338775,-0.057187676,-0.056211255,-0.0036613108,-0.046285417,-0.007283499,0.048690576
anthony ginting,-0.0535706,-0.052624833,-0.055313013,-0.05844921,0.16414642,0.057351477,0.011560772,-0.14495131,0.110672265,-0.11508471,-0.098086864,-0.054932337,0.11376459,0.05426818,-0.12600712,0.071551725,0.13567482,-0.039748013,0.018101837,-0.115841106,-0.102976635,0.11089556,-0.07064167,0.023414496,0.018681193,0.080506295,-0.033927202,-0.011963261,-0.11035398,0.051772397,0.062450312,-0.12541355,0.036519796,-0.1964237,-0.03523203,-0.14092821,0.11205418,0.1366775,0.08740811,-0.093017764,0.09475003,0.039776046,0.05991308,-0.05372378,0.02499968,-0.0999622,0.001991263,-0.055581577,-0.071709365,-0.122006014,-0.042852927,-0.14914098,0.00383033,0.012290753,0.012361445,-0.013432931,-0.06959567,-0.100849584,-0.06404509,-0.024520371,-0.008561816,-0.042050846,-0.01166639,0.06294204
jonatan christie,-0.02347057,-0.057269894,-0.01345759,-0.031021614,0.12899171,0.064495236,-0.014395677,-0.14057004,0.11752699,-0.08925323,-0.07380448,-0.04857122,0.16587913,0.0044134487,-0.11683568,0.11111759,0.1381249,-0.03575108,0.004572939,-0.11886452,-0.079593286,0.039536014,-0.031801607,0.035736457,0.004791421,0.10749479,-0.06515603,-0.008818087,-0.09481424,0.048982516,0.06872893,-0.102809146,0.08435671,-0.15813363,-0.0029339562,-0.13894837,0.122197226,0.1426557,0.09107171,-0.03875325,0.07706018,0.04020521,0.058711417,-0.0713025,0.020886619,-0.13881606,0.0065092766,-0.03292262,-0.06100586,-0.13110977,-0.058418132,-0.10861653,0.015505269,0.0490263,0.016789727,-0.00638491,-0.106963605,-0.08845788,-0.059363954,-0.028234318,-0.04888528,-0.034543328,-0.015045798,0.038821712
kevin sanjaya,-0.120992206,-0.06115598,-0.006115998,-0.06716355,0.16303265,0.029880824,0.024886481,-0.06578913,0.10303437,-0.14225805,-0.11757437,-0.05790808,0.0395896,0.088900484,-0.12655877,0.056531392,0.11494352,-0.031228647,-0.02314914,-0.09338625,-0.098300114,0.19063874,-0.124412894,0.03064741,-0.055911623,0.09286094,-0.0004439305,0.03969435,-0.05077991,0.016307324,0.0807289,-0.12002986,0.086523555,-0.20640278,-0.05753842,-0.14177525,0.055181593,0.054040417,0.010395239,-0.021089386,0.09320639,0.054181047,0.022638008,-0.030962367,0.06823237,-0.10190873,-0.013761893,-0.06010315,-0.13546787,-0.17459688,0.077305414,-0.13583098,0.086692184,-0.022389673,0.1094394,-0.03749224,0.08480425,-0.028759658,-0.08384208,-0.057849113,-0.033682387,-0.037657186,-0.015343111,0.04964454
marcus gideon,-0.05930344,-0.06164615,-0.004961342,-0.007086021,0.11043933,0.06491834,-0.031196881,-0.123735085,0.09371782,-0.08465451,-0.06542924,-0.047827087,0.08779433,0.0015267733,-0.10271996,0.10657187,0.10984859,-0.046620052,-0.0049165357,-0.08875477,-0.0740577,0.045000166,-0.05635924,0.023823518,-0.021947872,0.08238293,-0.053548336,0.0194735,-0.06405657,0.012610279,0.05198125,-0.06880889,0.09571282,-0.11599383,-0.009662766,-0.08897872,0.07782832,0.12540647,0.07430675,-0.0070653087,0.06075928,0.025741648,0.03420444,-0.062000223,0.017325033,-0.16398728,-0.00017551408,-0.017141288,-0.0510532,-0.12178176,-0.03179242,-0.08583473,0.026072387,0.049039535,0.023196373,-0.022571832,-0.045041934,-0.07783018,-0.042425416,-0.062397845,-0.034830682,-0.04485545,-0.009169858,0.025846016
rizki amelia,-0.07489727,-0.066554695,-0.040631346,-0.04289173,0.18783574,0.048908412,-0.0016502037,-0.14440191,0.106938645,-0.1258801,-0.091534026,-0.055436872,0.09232688,0.061024345,-0.12430163,0.077691704,0.1222587,-0.055142023,0.003998712,-0.11575967,-0.114578575,0.13068134,-0.10787369,0.032821245,-0.03756085,0.07915034,-0.04198721,0.0028036388,-0.08185598,0.05593727,0.07304533,-0.11974977,0.071143225,-0.20373945,-0.040494233,-0.12800875,0.08812148,0.12048754,0.058138467,-0.05166606,0.0921588,0.036295846,0.05648002,-0.053955033,0.048378862,-0.11103062,-0.010486301,-0.05268292,-0.089749925,-0.15003422,0.034177758,-0.1453129,0.065929815,0.0008624297,0.045740277,-0.03138533,0.0018612234,-0.09215703,-0.059376985,-0.053256482,0.0006130893,-0.033991277,-0.0013836506,0.0448816
eko yuli irawan,-0.13308692,0.042361774,-0.5190557,-0.15197082,0.18367836,-0.1405594,0.22293451,-0.1359548,0.07979319,-0.31806678,-0.2969028,-0.0044625197,-0.6277225,0.26110435,-0.12218754,-0.19311333,0.015131073,-0.043034896,0.1642474,0.011305228,-0.1373157,0.60625815,0.052038286,-0.19654259,0.45484382,-0.3289647,0.34567767,0.22228365,-0.36056995,-0.120504946,-0.1726475,-0.118744135,-0.35342467,-0.29982543,-0.36920696,-0.13042144,-0.017766964,-0.0863937,0.065711975,-0.56253314,0.017544072,0.05947449,-0.120848656,0.10881768,-0.10161151,0.21185619,-0.31619117,-0.00022524595,0.025058705,0.40357304,-0.24751976,-0.28542942,-0.23184437,-0.057928365,-0.2011374,0.062299974,-0.048487116,-0.21008942,0.07331261,0.076389335,0.20799384,-0.2642721,-0.04689467,0.1856822
diananda choirunisa,-0.07461785,-0.06740838,-0.005545021,-0.047795635,0.18466201,0.061088253,-0.0036933166,-0.12520368,0.11452128,-0.11765115,-0.08829668,-0.05791384,0.1389221,0.060774338,-0.12606694,0.087477714,0.13396084,-0.04523538,-0.0069304146,-0.124442354,-0.108458,0.11051822,-0.11949121,0.05072459,-0.06413908,0.113603786,-0.054980386,-0.006892158,-0.059331473,0.062993914,0.088372305,-0.1250449,0.09258232,-0.20679513,-0.020810042,-0.1449429,0.09561442,0.12191031,0.05183082,-0.021453336,0.10335277,0.04432632,0.06891153,-0.05621402,0.06242725,-0.121164806,0.018223535,-0.06572274,-0.113990426,-0.19305798,0.049727805,-0.14047828,0.079641275,-0.0022520355,0.07880274,-0.0372496,0.0080536,-0.07161394,-0.077238575,-0.05353208,-0.021044206,-0.020706765,-0.0044086752,0.0439496
indra sjafri,-0.060420543,-0.051971443,-0.011154136,-0.027972808,0.10616085,0.054329023,-0.012305394,-0.09765421,0.10470356,-0.09688734,-0.08336578,-0.044352192,0.07393663,0.019023446,-0.10925136,0.09657112,0.11673574,-0.0342495,-0.0037827683,-0.08898434,-0.06624062,0.069693305,-0.04797794,0.025151543,-0.0043409904,0.08486771,-0.02861415,0.036074147,-0.067478314,0.003425615,0.045557544,-0.07884127,0.08480407,-0.13703671,-0.0221832,-0.118451476,0.07915352,0.102465115,0.06626372,-0.018043,0.067735136,0.04299723,0.031893533,-0.04845921,0.021702614,-0.1448266,0.000680738,-0.02493677,-0.07372506,-0.11754215,-0.039959446,-0.09466124,0.01895018,0.041506052,0.041254386,-0.018706493,-0.045108274,-0.061438546,-0.04953977,-0.047076214,-0.044258736,-0.051851958,-0.017870674,0.03906664
wahyu nayaka,-0.04564652,-0.059875123,-0.035614606,-0.039805405,0.15477122,0.053263716,-0.003787564,-0.14529824,0.111753635,-0.1083637,-0.08535267,-0.051541623,0.12440167,0.031147346,-0.12078257,0.091173425,0.13010973,-0.043657847,0.0075697172,-0.115583375,-0.09610194,0.08873819,-0.05876085,0.028152287,-0.00074524106,0.087448865,-0.048974678,-0.0032598053,-0.09927283,0.050447337,0.06810169,-0.11285592,0.0690722,-0.18001144,-0.025678623,-0.13388644,0.10797849,0.13109773,0.07905697,-0.05818557,0.08173919,0.03765993,0.05349103,-0.062679954,0.028737515,-0.119507596,-0.008776268,-0.039758623,-0.06787039,-0.12716717,-0.026546605,-0.12803099,0.029341934,0.02745112,0.019523187,-0.013408802,-0.064665526,-0.094043285,-0.05822535,-0.03479161,-0.024092864,-0.03772262,-0.009881972,0.04449226
ahsan hendra,-0.0786673,-0.070428625,-0.07409906,-0.02637627,0.21633598,0.059212334,-0.017977612,-0.18493506,0.09891333,-0.12874661,-0.08169598,-0.0554929,0.062776014,0.06859105,-0.12124437,0.07394451,0.112886004,-0.08104796,0.021957688,-0.11760074,-0.13407297,0.12757444,-0.13683367,0.031360067,-0.04577194,0.048647426,-0.049501665,-0.0012827117,-0.08249959,0.06665367,0.055721693,-0.111100554,0.05239709,-0.20539603,-0.047548346,-0.10139507,0.08033751,0.15003723,0.07329421,-0.06996043,0.09636575,0.022532046,0.073406294,-0.05317819,0.042515256,-0.11523696,-0.008537613,-0.055008583,-0.07148158,-0.13452719,0.039519783,-0.15979034,0.06482151,-0.0035222028,0.021050492,-0.04387719,0.0057772743,-0.13137487,-0.03495714,-0.07031782,0.049452133,-0.03842751,0.013169051,0.04611155
aprilia manganang,-0.10802221,-0.058628082,-0.016162977,-0.04741706,0.13068071,0.033910967,0.0102733895,-0.07962793,0.09043402,-0.12380752,-0.10421285,-0.053998895,0.019638855,0.056932047,-0.115098424,0.06454839,0.103993446,-0.03427659,-0.01650574,-0.07765348,-0.08584173,0.154892,-0.09013955,0.012720502,-0.025672045,0.07241511,-0.0032953392,0.042708453,-0.06453857,-0.0028012597,0.06274886,-0.095522,0.07798457,-0.16136348,-0.051970646,-0.10889763,0.052197054,0.067512885,0.030963875,-0.028537834,0.07207598,0.03925711,0.00844986,-0.03697078,0.04011079,-0.119530804,-0.024055734,-0.03545831,-0.09249291,-0.13146181,0.025970498,-0.11370694,0.04972249,0.003888621,0.06503875,-0.027639125,0.044404007,-0.043622218,-0.06466638,-0.05924702,-0.03188773,-0.04984279,-0.015506134,0.042572357
zohri lalu,-0.10733275,-0.042547617,-0.035773337,-0.07928818,0.11310132,0.012702186,0.043695908,-0.044311754,0.10129446,-0.14106165,-0.13366476,-0.049828067,-0.012860843,0.07571627,-0.12244469,0.044429738,0.11026834,-0.012566632,-0.013426788,-0.071548015,-0.07245156,0.19700435,-0.059597813,0.002397133,0.023618717,0.066235356,0.03939569,0.06622223,-0.08567196,-0.02267084,0.051332965,-0.10794939,0.049775846,-0.18288615,-0.075189635,-0.14384927,0.05483692,0.03188517,0.02450857,-0.062290445,0.07390651,0.059933558,-0.007653789,-0.018441852,0.034154102,-0.085508436,-0.03686565,-0.038989395,-0.10826203,-0.10297464,-0.0077314517,-0.123830386,0.020876665,-0.001854585,0.07050716,-0.0124088,0.029465275,-0.024225168,-0.072221786,-0.03032002,-0.04819724,-0.065595806,-0.031306934,0.0630378
bryan domani,-0.075019605,-0.062698424,-0.07633879,-0.02532779,0.20055065,0.05350728,-0.015781712,-0.16415718,0.10703543,-0.1320063,-0.08681924,-0.046737894,0.0366814,0.07030042,-0.11964716,0.07613215,0.11105144,-0.076019466,0.023838328,-0.11162646,-0.11892475,0.12426452,-0.12256582,0.033731073,-0.035322182,0.04320663,-0.03237152,0.026626645,-0.074676916,0.04868068,0.03691533,-0.09968485,0.05399641,-0.2026397,-0.053251956,-0.11412536,0.07254311,0.13097951,0.06854178,-0.06062227,0.09218495,0.035603676,0.070057236,-0.042192817,0.041262466,-0.11620858,-0.008746778,-0.0499198,-0.08387306,-0.11983487,0.026320096,-0.15198559,0.060280457,0.004918806,0.03401384,-0.04345022,0.0010072758,-0.12004553,-0.026567694,-0.066460684,0.042026933,-0.049975153,0.0075131776,0.048570625
yasa singgih,-0.052988634,0.12550262,0.30400163,-0.15594155,-0.084753856,-0.15640491,-0.09890133,0.24809049,-0.45559344,-0.27098507,0.11081307,-0.17147258,0.104775324,-0.20102005,0.18306524,0.0147491135,-0.043879647,0.21379463,-0.28338593,0.18457106,-0.004266021,-0.003634734,-0.2773476,-0.10811396,-0.11695614,0.02931628,0.119504645,-0.35737243,0.2488764,-0.22770779,0.5294734,0.10873167,-0.091856755,0.63510144,0.057885487,0.35799444,-0.115503326,0.17344382,-0.51861006,-0.22546709,0.19938825,-0.015188494,-0.4167572,-0.11790724,-0.08977306,0.27075785,0.39688873,-0.17116065,0.19674626,-0.22384855,0.06292747,0.17925727,-0.14644009,0.06087008,0.30501097,-0.14775124,0.1264081,0.05040483,-0.1374695,0.015228219,-0.05464475,-0.010459501,-0.33995175,-0.13206628
andhika diskartes,-0.19369116,-0.13781014,0.081406265,-0.14950253,-0.1253626,-0.010210497,-0.094223686,0.31096444,-0.54821193,-0.109202266,-0.013450843,-0.26738068,-0.0073699225,-0.11608933,0.13962278,-0.006033592,-0.031591043,0.3415096,-0.44883436,0.14086205,-0.02365464,0.26014245,-0.15429255,-0.2183967,-0.06439637,0.0016386304,0.059068084,-0.339308,-0.016070126,-0.14577085,0.42963064,0.120815605,-0.23061684,0.8161551,0.019322624,0.61310625,-0.27061844,0.07267189,-0.19117379,-0.058896866,0.15677822,-0.22565213,-0.7656888,-0.30251795,-0.055801705,0.05764969,0.079051316,0.093484774,0.4382707,-0.16744952,-0.023344764,0.12367718,-0.26457554,-0.0374339,0.026107531,0.00536565,0.25345215,-0.034470722,-0.12790406,0.10332973,-0.0038326578,-0.15041983,-0.075719625,-0.20541528
raden rauf,1.0597546,0.016059164,-0.53657264,0.6881357,0.7430017,-0.51668507,-0.51220703,-0.2939069,0.09514198,-0.16734563,0.5436988,-0.2963552,0.00799568,-0.111379296,0.5958333,0.23916128,-0.30017784,0.0006531477,0.27125335,-0.026718408,0.13503478,-0.15816602,-0.13937657,0.23152441,-0.03270921,-0.55397415,-0.49630398,0.3512833,-0.007847264,0.7487971,-0.030542105,0.7481109,0.14731912,0.20265657,0.07585982,-0.24820179,-0.612218,-0.51896536,-0.19802505,0.4847298,-0.19512132,0.07915491,0.05093702,-0.42501962,0.40054134,0.5717048,-0.4585145,0.23043978,-0.14771162,0.6299206,0.1783399,0.13066357,0.7644592,0.5096946,-0.2219817,0.4115582,0.40482908,-0.80346507,0.7986615,0.17797486,0.740491,-0.46162635,0.20760646,-0.7514044
sandy firmansyah,-0.06449131,0.13954356,0.3184415,-0.18590012,-0.105130136,-0.17411199,-0.10098006,0.29818684,-0.46154374,-0.26662162,0.10591142,-0.1844197,0.072068304,-0.1819826,0.1853213,0.007180623,-0.060649045,0.24778754,-0.32042712,0.21199106,0.011558553,0.022704614,-0.2968785,-0.12102577,-0.13572149,0.05130112,0.13994113,-0.36433196,0.26740044,-0.26256806,0.56217754,0.10561994,-0.092594214,0.6487378,0.05834757,0.37136567,-0.13998888,0.13328946,-0.5663652,-0.2004514,0.19288002,-0.013855619,-0.4458158,-0.10307218,-0.07173011,0.309543,0.40430373,-0.16665743,0.16738215,-0.26294562,0.12133591,0.18364261,-0.12913205,0.032421693,0.3397751,-0.16396011,0.19554742,0.107695475,-0.16323149,0.024285145,-0.060669877,-0.007468457,-0.3490607,-0.1450588
jouska,-0.27480906,-0.19567896,0.13411245,-0.045362823,-0.04963059,0.06285978,-0.17495741,0.20513786,-0.5289708,-0.14586064,0.047337253,-0.28328672,0.05584848,-0.10844965,0.146586,0.0641358,-0.015261698,0.27641714,-0.4402176,0.115423694,-0.050372392,0.15985805,-0.21143818,-0.16414948,-0.20902744,0.006867794,-0.0154283,-0.2745486,0.074312896,-0.0853505,0.3713992,0.14778602,-0.13750961,0.88407564,0.0620801,0.6279181,-0.3099555,0.14880824,-0.1347557,0.07260356,0.17275558,-0.2311024,-0.71198535,-0.3476786,-0.014655575,-0.13710247,0.10702145,0.0676787,0.47192347,-0.21050072,-0.006233923,0.16377586,-0.21723336,-0.019377269,0.0970635,-0.058464084,0.32106477,-0.09575981,-0.10275542,0.0026904028,0.004731165,-0.13004762,-0.01665243,-0.23091161
fellexandro ruby,-0.08968507,0.1571517,0.2948398,-0.1276395,-0.16060168,-0.16636059,-0.13054107,0.26407787,-0.4356442,-0.2390483,0.11715293,-0.17626974,-0.018013949,-0.18608543,0.17217335,0.019279614,-0.10464847,0.24020465,-0.32510436,0.25958902,0.03909422,-0.010767812,-0.24735361,-0.1333385,-0.11653064,0.036340155,0.1425829,-0.29696667,0.30067044,-0.31032455,0.51389766,0.15994242,-0.0604341,0.7135954,0.054905687,0.40232182,-0.1647214,0.122156486,-0.5337953,-0.15666157,0.13012718,-0.0024686502,-0.45660442,-0.12916669,-0.09494311,0.24795553,0.3674785,-0.115040645,0.17679149,-0.21187395,0.07985467,0.2257146,-0.14419281,0.0692316,0.2971147,-0.16680083,0.20230795,0.10729881,-0.11768338,0.0033596386,-0.06936421,-0.023174245,-0.3387466,-0.15704045
denny santoso,1.0295407,0.031017564,-0.45854884,0.5391842,0.6896729,-0.5457798,-0.3584029,-0.20950703,0.07571435,-0.2425191,0.48444766,-0.2641198,0.112877525,-0.014101371,0.45882592,0.203095,-0.19021077,0.030213542,0.30857247,-0.0007863194,0.176192,0.018150806,-0.12321203,0.24076083,0.117557526,-0.4676468,-0.40896994,0.2607086,-0.08376599,0.72377324,0.08754186,0.61348253,0.12195328,0.06859311,0.039260857,-0.35859442,-0.5038413,-0.5378089,-0.25374502,0.36184037,-0.1280077,0.12343875,0.04287917,-0.46133453,0.36161035,0.641043,-0.46865892,0.17733257,-0.26647282,0.5956252,0.08832464,0.04961314,0.7319077,0.43491507,-0.1801761,0.4909821,0.33456665,-0.7040611,0.70397705,0.2544486,0.65615475,-0.480874,0.097117886,-0.66227865
vincent raditya,-0.0547022,-0.049596295,0.016536742,-0.015043881,0.0706023,0.06257904,-0.025616238,-0.07535795,0.10273236,-0.07796155,-0.072021544,-0.040367536,0.080249704,-0.004791157,-0.10144403,0.11245946,0.11453317,-0.026805114,-0.011997586,-0.07918997,-0.04492872,0.028775644,-0.03168284,0.029912133,-0.010049868,0.09744437,-0.033023294,0.04707834,-0.047563497,-0.016378619,0.038594894,-0.057059214,0.10507887,-0.1034052,-0.0041400217,-0.11005863,0.07467857,0.099571824,0.0678435,0.015940482,0.05926296,0.04390821,0.026275449,-0.049127996,0.014974337,-0.17080045,0.01601034,-0.014578922,-0.07122785,-0.121179044,-0.05868029,-0.06745099,0.010187921,0.059642617,0.050105322,-0.018309996,-0.056810223,-0.044003293,-0.04684352,-0.052370764,-0.06691052,-0.05309514,-0.022292398,0.03144238
christian sugiono,-0.07418748,0.1543529,0.30551893,-0.15788484,-0.13778666,-0.18223473,-0.12955625,0.2820903,-0.47199056,-0.25855768,0.12796444,-0.1909321,0.009537375,-0.19327557,0.19490403,0.015365925,-0.09976058,0.25336725,-0.3319692,0.25239265,0.029289722,0.0034644734,-0.27955073,-0.13969688,-0.124323726,0.029957276,0.14752488,-0.33903825,0.28855062,-0.3003264,0.55072725,0.14622301,-0.08634455,0.7253119,0.059317645,0.41645193,-0.16823794,0.13103497,-0.5709868,-0.18399884,0.15349719,-0.018870939,-0.47537556,-0.118121,-0.087173596,0.29429322,0.38805437,-0.13579643,0.19667801,-0.2270608,0.10305559,0.22132707,-0.14442712,0.05556102,0.3101868,-0.17047629,0.21325436,0.10234757,-0.13247563,0.012242078,-0.05641772,-0.01786489,-0.3529618,-0.16591887
hanifa ambadar,-0.06682229,0.16710159,0.33228323,-0.20355022,-0.18031043,-0.18546307,-0.092084154,0.34429199,-0.43227127,-0.22781153,0.08879137,-0.18370315,0.05140569,-0.16945747,0.16078755,0.005644148,-0.0751612,0.3012004,-0.3562376,0.25204307,0.05914886,0.02179842,-0.23845518,-0.13524972,-0.10645261,0.09632054,0.16320649,-0.3468274,0.27412656,-0.31719834,0.57349885,0.10831024,-0.07631997,0.66418254,0.06418715,0.35630566,-0.1413166,0.0791331,-0.5723705,-0.16262096,0.15159631,0.012868527,-0.47321275,-0.10897525,-0.07102278,0.32230794,0.39321515,-0.13193381,0.12322635,-0.27629647,0.11466255,0.20331392,-0.14638922,0.03134404,0.3434512,-0.15769888,0.20979312,0.18970715,-0.19313443,0.055823945,-0.11400657,-0.0074392594,-0.36233467,-0.14872101
rendy saputra,1.0645447,0.028751954,-0.4573205,0.56451845,0.681153,-0.54728216,-0.37032455,-0.22942841,0.10377517,-0.2292776,0.5066682,-0.26131737,0.12900828,-0.044125095,0.4838233,0.21283448,-0.2022108,0.045833413,0.32305825,-0.007160574,0.18826053,-0.04265511,-0.08136398,0.23815158,0.14194551,-0.47018707,-0.41238216,0.28204653,-0.09737514,0.71358323,0.055612475,0.6347135,0.13757007,0.10652298,0.069001555,-0.36872745,-0.49640226,-0.5462645,-0.21023034,0.38289875,-0.16155896,0.11598642,0.044641,-0.46701467,0.36416826,0.61922574,-0.47984236,0.19175085,-0.2539543,0.6345293,0.03405627,0.07554575,0.70122385,0.47901058,-0.21454118,0.5059267,0.29302078,-0.73121065,0.7179969,0.26767156,0.6317533,-0.47882745,0.10662457,-0.66658854
agung hapsah,-0.12246678,-0.063501276,-0.013025722,-0.033131465,0.13425441,0.038175102,-0.0021156855,-0.08122125,0.081590176,-0.12247129,-0.0964569,-0.053870834,-0.006624803,0.057753973,-0.10976671,0.06538762,0.09286007,-0.044698223,-0.01816216,-0.07024014,-0.08936352,0.15281871,-0.11245441,0.01403605,-0.04963768,0.06258454,-0.0055663874,0.05119034,-0.046412315,-0.009878846,0.056635622,-0.08136766,0.0863861,-0.14935961,-0.052472174,-0.08698473,0.034375675,0.068145916,0.024500351,-0.011008082,0.069484726,0.032072783,0.007922834,-0.03416677,0.043247145,-0.13314305,-0.021663273,-0.03310045,-0.091615126,-0.1358285,0.048896722,-0.1083768,0.063622594,0.0012972311,0.07199577,-0.03919036,0.0749556,-0.04575213,-0.055007976,-0.07910118,-0.017587915,-0.050604075,-0.008735059,0.035847805
