instagram_account,post_id,post_caption
bncbs,post_262,Throwing it back to one of the most energized mornings I've ever had🏃🏻‍♀️☀️ #latepost
bncbs,post_263,"Kalau kalian mau punya active lifestyle kayak gue, ini dia ultimate secret gue yang gak bakal gue gatekeep lagi!❤️"
lindawidyaa,post_264,Bagi tips bun 🥲 anak yg gadoyan sufor trus cara naikin supply asi gmn? Skrg per 3 jam pd kanan kiri dpt nya 80 ml doang 😔 pdhal dia butuh 180-200 ml skali mnum
lindawidyaa,post_265,"Styling hari ini ak repair sama warna cream, coral, biar nyatu sama tas kesayanganku dari @jimshoney.jogjakarta ak pake Carlina Bag ya sayang warna nya coklat nyala uuuu gemash 🥹☝🏻✨"
lindawidyaa,post_266,"Mau honest review ah! Jd ak kmrn tu cobain skin booster dna salmon nya @theelsheclinic kan, lg promo jd cm bayar arround 3 jt an. Dokternya gentle bgt ngerjainya dan sakitnya minim krna nyuntik nya kecil2 gtu. Trus informatif, jd skinbooster tu ga bkin nyerahin atau tone up, tp dia bener2 hidrasi kulit. Dan bener aja, ak skrg klo pake make up lgsg ngeset, krna jd plumpy bgt 😭☝🏻✨ trus hidrasi, kenyel, sehat, cm tinggal PR nya ga mulus aja krna banyak kutil milia 🥲 bsk deh kapan2 couter 🤔"
lindawidyaa,post_267,Dibeli ges ☝🏻 buat beli beras katanya~
rizkyfadillah_21,post_268,"01-06-2025💍🥺 Ya Allah, seperti Rasulullah ﷺ yang penuh kasih sayang kepada Sayyidatuna Khadijah RA, yang selalu menghormati, melindungi, dan mencintainya dengan tulus, kami mohon limpahkanlah cinta dan rahmat-Mu dalam ikatan pernikahan ini. Jadikanlah kami suami istri yang saling menjaga, saling menguatkan, dan selalu berusaha menjalankan sunnah-Mu dalam membina keluarga yang sakinah, mawaddah, warahmah. Ya Rabb, ajarkanlah kami untuk mencintai pasangan kami bukan hanya karena dunia, tapi karena-Mu, sebagaimana Nabi mencintai Sayyidatuna Khadijah dengan penuh kesetiaan dan pengorbanan. Berikanlah kami kesabaran dan kelembutan hati dalam menghadapi setiap ujian, dan jadikanlah keluarga kami sumber keberkahan dan kebahagiaan di dunia dan akhirat. Dan terima kasih kepada guru guru Rizky yang telah memberikan nasihat dan menjadi saksi pernikahan kami 🙏🏻🥺 @syababul.kheir @syaugialhabsyi_110 semoga Allah jaga para guru guru kami ya rabb, dimudahkan segala urusan dakwahnya aamiin🤍"
rizkyfadillah_21,post_269,Kamu punya hak untuk bahagia.
rizkyfadillah_21,post_270,Gaboleh insecure yaa!
rizkyfadillah_21,post_271,"Jangan pernah berhenti karena sebuah keadaan, karena aku mau melihat kamu bahagia walaupun harus melewati banyak berbagai rintangan🥺❤️‍🩹"
rizkyfadillah_21,post_272,"Hidup dewasa hampir membuatku gila bukan sekadar keluhan, tapi representasi dari kondisi mental yang sedang berjuang. Saat seseorang mulai memasuki fase dewasa, ia dihadapkan pada realita yang kompleks—identitas diri yang belum sepenuhnya terbentuk, tekanan sosial yang meningkat, dan tanggung jawab yang terus bertambah. Proses ini seringkali memicu stres kronis, kelelahan emosional, hingga munculnya gejala kecemasan atau bahkan depresi ringan yang tak disadari. Kita mengalami fase di mana otak terus aktif berpikir, tapi hati terasa hampa. Ini adalah konflik antara eksistensi dan harapan, antara keinginan untuk bertahan dan dorongan untuk menyerah. Namun di balik kalimat hampir gila, ada daya juang yang belum padam. Kalimat ini mencerminkan fase liminal—antara tumbuh dan runtuh. Di sinilah pentingnya self-compassion, dukungan sosial, dan ruang aman untuk bercerita. Sebab, menjadi dewasa memang melelahkan, tapi bukan berarti harus sendirian menghadapinya. CARA DAFTAR EVENT TITIK TEMU RIZKY FADILLAH X RISYAD BAY 🗒️ Tema : Hidup Dewasa Hampir Membuatku Gila 🗓️ : Ahad, 21 September 2025 ⏰ : 09.00 - 12.30 WITA 📍 : Ballroom MaxOne Hotel (Makassar) Jl. Taman Makam Pahlawan No 5, Tellobaru, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90233 ✨Fasilitas✨ - SnackBox - Gelang Tiket - Air mineral - Ilmu yang bermanfaat - Teman baru - ⁠Mini Parfum FD - ⁠Potongan Voucher Umrah - Potongan Voucher FD Parfume - Grup WhatsApp Komunitas Pemesanan Ticket : 0889-7618-0924 (Zahra) #Fdperfume #Rahmahtravel #Instaperfect #Kahf"
felicia.herianto,post_273,"Pertama kali ngeliat Bangtan nerima penghargaan Daesang terus Hobi yang nerima, dengarin suara dia live apalagi pas sebut ARMY 😭🫠 Pertama kali juga goyangin ARMY Bomb buat Bangtan, walaupun Hobi ga perform cuman wakilin Bangtan nerima award tapi it's all worth it💜 Thank you for being one of the biggest part of my life, my micasa @bts.bighitofficial 🫶"
felicia.herianto,post_274,"My best friends for the rest of my life 💜🥹 We're definetly going to meet in 2025✨ APOBANGPO —Uda duga sebenarnya kalau habis konser busan mereka mau announced something tapi aku masih DENIAL BANGET karena belum pernah kesampaian ketemu mereka, nyesel sih nyesel ga bisa ke Busan tapi karena satu dua lain hal ga baik buat dipaksain jadi disinilah aku rela nunggu untuk kesekian tahunnya buat liat mereka perform bareng-bareng lagi di 2025 Aku yakin kita semua bisa kok lewatin ini semua, ga akan berasa juga, anggap aja dikasih kesempatan untuk persiapan lebih matang untuk ketemu mereka 🥹💜 *fandom hugs* **video credited by twitter"
felicia.herianto,post_275,"Me trying to process my tiktok get liked by BTS🥲💜  Y'all I cant even!! I'm literally crying and screaming at the same time!! Still can't believe this really happened to me, my whole 11 years of stanning them really paid off😭 I know it sounds exaggerated but this means the whole world to me🥹💜 THEY SAW MY VIDEO!! BANGTAN SAW MY VIDEO!! JIMIN, JUNGKOOK, V, JIN, SUGA, RM, J-HOPE SAW MY VIDEO!! I'm deceased💀 idc anymore if people said it's not that deep but for me it is😭 thank u universe✨ 💜 Forever grateful for ..."
felicia.herianto,post_276,Please bilang lucu imoetz kiyowo gaaaa?!✊ *maksudnya tasnya*
arvhiehanafi,post_277,ada yang gini juga ga sih :)))
arvhiehanafi,post_278,Tsiji anak gantengnya @jesicaceren
arvhiehanafi,post_279,kalo ngga dibales gabakal ada @tsijihanafi :p
arvhiehanafi,post_280,terimakasih Tsiji udah mau berjuang sama mama dan papa🤗🤍 semoga bareng @momuung.id kedepannya mama bisa cukupin terus kebutuhan ASI Tsiji dan selalu kasih yang terbaik buat Tsiji tumbuh! #busuilife #asiboosterterbaik #solusiboosterasi
arvhiehanafi,post_281,"sering terjadi kalo cwk pms, awalnya full senyum tiba tiba marah tanpa sebab.. ib : tiktok inimasbudi"
ibrokumar,post_282,"Too good to be true. Ibro yg sekolah SD-SMA nya di Bangkalan Madura ini bisa sampe sini. Kuliah juga cuma S1. Itupun molor jadi 5 tahun. 🥸 Ke Apple Park, Cupertino 🇺🇸. Diundang Apple langsung. Nonton langsung keynote yg selama ini cuma bisa ditonton di Streaming. Dikatain Norak saya terima. Kapan lagi ketemu CEO Apple. Ngobrol. Foto bareng. Nyuruh bikin store di indo (eh). Sempet Ketemu Youtuber Tekno Luar indo juga. Ngobrol2. Dahlaaah speachless saya kali ini gaes. Eh eh eh. Tapi jujur ya. Ketemu Tim Cook kali ini spesial. Karena saya ngerasa kalo kedepannya bakal sering Apple berhubungan dengan negara kita. Entah makin banyak youtuber tekno indo diundang atau produk dan fiturnya yg makin bisa kepake di indo. ((Fingercross)) #wwdc25 @apple"
ibrokumar,post_283,Mumpung rakyat Indo lagi euforia. Saya posting footage yg nggk pernah saya upload sebelumnya. Ibrokumar as the Announcer of Indonesia vs Argentina 19 June 2023. Yuk bisa yuk. Piala Dunia 2026. Amiinnn!!!!
ibrokumar,post_284,Jadi saya cuma mau bilang. Anda memang racun @kohcun_ 😆 (Slide trakhir typo. Yg bener LCGC) 🤣
ibrokumar,post_285,"Jadi tadi saya lagi jalan-jalan ke @gandariacitymall dan nemu handheld gaming device ini. Terus saya coba lah mainnya. Dan saya tidak menyangka bahwa ini bisa main Baldur's Gate 3 dengan lancar dan settingan medium guys! Ternyata emang bener kata orang² bahwa handheld gaming device ini bagus banget. Spesifikasinya sendiri AMD Ryzen Z1 Extreme, RAM 16GB, Storage 512GB SSD. Harganya sekitar 9-10 jutaan. Worth it banget sih kalau menurut saya untuk yang hobby gaming dan sering bepergian."
ibrokumar,post_286,My Apology @atytse. I swear it wasn't me. Maybe my daughter did it. But don't blame her. She is 2 years old. 🫣
keitavanya,post_287,Hotel ramah dikantong cuma 2 menit dari Gate 4 / 5 JiExpo Kemayoran 😲😲
keitavanya,post_288,Nggak cuma suami yang harus Peka #pasutri #couple #massage
keitavanya,post_289,Kelakuan suami @adlimanoppo setiap hari #suamiistri #marriage #marriagelife #married #pacarhalal
keitavanya,post_290,"Dimanapun mereka, Disitulah Rumah. 👟 : @pyoppfledge Day01 📷 : @jovankalk"
keitavanya,post_291,"#itsoKEI punya kekurangan tapi pilihan kamu untuk mengubahnya menjadi kekuatan Kalo ngomongin kekurangan, banyaaaak banget dan manusia ini sungguh sangat banyak kekurangan fisik maupun mental. Tapi kalo kita sadari, Kita tahu kekurangan kita apa, Kita justru bisa mengubah itu jadi kekuaran. Ini salah satu aku overcome kekurangan aku. Banyakin latihan dari kekurangan-kekurangan aku, lama2 akan berprogress, nikmati ups & down nyaa. Lama kelamaan jadi kekuatan. Kalo kamu gimana? #workout #gym #tips #gymmotivation #workoutmotivation #gymlife #itsokei"
irma.iryanto3,post_292,"Gamau lebay tapi gimana lagi fakta aku nangis selama rides berlangsung karna emang semagical itu ga bisa di discribe pake kata' pokonya cuman bisa ngomong ""WUAHHH"" cantik banget 🥺😭💕🌸✨ 📍Tokyo, Disneysea #igreels #trend #disney"
irma.iryanto3,post_293,"Peeling serum ter- GONG! Ga ada rasa cekat cekitnya masa?!🧪🥼 @garnierindonesia Kalian bisa langsung buktiin sendiri deh! Long weekend gini asik sihh ngelab di mall 📍The Forum - Summarecon Mall Kelapa Gading 3 🗓️27-29 Juni 2025 BANYAK YANG SERU!🎁 banyak hadiah skincare gratis, PROMO PROMO! Dan ada hadiah ipad dan iphone🤯 #PeelwithNoFeelLab #PeelingGakCekatCekit #GarnierPeelingSerum #Skin"
irma.iryanto3,post_294,𝑶𝑰𝑳 you need is 𝑳𝑶𝑽𝑬🩷✨ @luxcrime_id x @feelmatcha Hosted by: @sharonathania
irma.iryanto3,post_295,Selama di event mata aku bener bener dimanjakan polll ngeliat blinkeu blinkeuuu bagus bagus semua! Thank you @adellejewellery for trusting me to be your host! So much fun! 💎💖 #AdellCountryClub
irma.iryanto3,post_296,"Absolutely excited to be part of #AdelleCountryClub 📆 Mark your Calendar girls!! Tanggal 20 Juni 2025!!! Ajak mami, camer, calon husband kalian buat kesini! Banyak hadiah menarik!! FREE ENTRY! 📍Summarecon Mall Bandung Don't miss the chance to hang out with me when it opens to the public💍💎 #trending #igreels #reels #fypp"
luckyoetama,post_297,Draped in the bold allure of @bvlgari — where every detail is a declaration! ⌚️💎✨ 📸: @nicknock_28
luckyoetama,post_298,Kita open recruitment temen angle kiri kali ya 🫵🏼 @pacificplacejakarta
luckyoetama,post_299,Lucky Oetama - Sociallyfe management prom night Class of 2025 📸 : @nicknock_28 Set decor : @lotusdesign.official @yu_cienlotus Wardrobe: @rinaldyyunardi Jewelries : @bvlgari Stylist : @svastiari MUA: @nooibeauty Hairdo : @irmanabillah_
luckyoetama,post_300,"A festive week filled with love, laughter, and the best people 🥳🤗🖤 Celebrating the birthdays of my dearest and the joy of togetherness 🥂✨ Grateful for moments like these! #festiveweek #birthdaydump #friendship"
luckyoetama,post_301,"Tucked away in the city, this cozy new nook serves up good food and great vibes — perfect for a fun coffee, brunch, or even dinner with friends. The place's aesthetics are on point too 🤗🍽️✨ #Brunch #JakartaRestaurant #AboutUsBrasserie"
shalfaptr,post_302,Transisi with the boys🤙🏻
shalfaptr,post_303,Banyak banget activity seru di Krabi Thailand!! kalo dari kegiatan aku di atas mana yang paling kalian pengen datengin?? #FlyAirAsia #AirAsiaTravellerSquad2025 #StillWinningStillGold #AirAsiaSkytrax16Wins #Thailand #Krabi #ThailandTravel
shalfaptr,post_304,effortless.
shalfaptr,post_305,"Akhirnya kesampean muncak ke prau🥹🥹 Walaupun disambut sama kabut tapi gpp ga nyesel, tandanya emng harus muncak lagi ga seh?? 😋 Kemana yaa enaknyaaa??? #prau #mountains"
shalfaptr,post_306,Kalo diajakin ke krabi apalagi bareng travel squad sih gaakan nolak!! Keseruan pergi ke Krabi bareng temen2 content creator Indonesia dan Asia!! Pokoknya jangan kelewatan buat dapetin potongan up to 30% bareng AirAsia!! ditunggu yaa konten liburanya😙 #FlyAirAsia #AirAsiaTravellerSquad2025 #StillWinningStillGold #AirAsiaSkytrax16Wins #Thailand #Krabi #ThailandTravel
dianandach,post_307,"Berbeda peran, satu tujuan. bersama dalam cinta dan kebersamaan🥰 Foto mungkin cuma diam, tapi cinta di dalamnya akan selalu hidup❤️"
dianandach,post_308,"The most beautiful eyes I've ever seen, my little girl🥰❤️ MasyaAllah❤️"
dianandach,post_309,Enjoy your lifestyle ✨
dianandach,post_310,⚽️✖️🏹
dianandach,post_311,"Panahan itu latihan fisiknya bukan melulu soal upper, kita kalo tanding berdiri berjam"" lohh, masak kekuatan kaki kita di sepelein sih?😮‍💨 jadi tetep harus di imbangin sama latihan lower, back, flexibility, endurance yaa🔥 Semangaaattttt💪🏻🔥"
hirataandrea,post_312,Kali ini di @anakdetik bareng host @iqfars dan @muhapranoto
hirataandrera,post_312,Kali ini di @anakdetik bareng host @iqfars dan @muhapranoto
jax.andersen,post_313,survived the last season - time to see what S24 is all about 🤡
jax.andersen,post_314,no signal but better connections🫶🏻
jax.andersen,post_315,"Took me a while to figure out the right words for this piece. It feels like I've been a part of this project way before it even started. What shook-ed me was the fact that almost everyone else felt the same thing, like they were called for a purpose. Huge appreciation to everyone for putting all the heart & effort into this movie @lauramovie 🫶🏻 Its not just a project, but a platform with its own voice. The unvoiced voices of the struggles, the battles & the true story of a fighter. 🦋🤍🌈✨"
jax.andersen,post_316,"ep 1: the beginning of a new chapter. jujur i never thought this moment would ever come. rasanya udah bersatu sama hal yang akhirnya harus di let go, to a point where it feels like a part of me masih ketinggalan disitu. but thats life, isn't it? it goes on. so let's see where this chapter leads us next."
jax.andersen,post_317,Can't wait to show you the studio results and today kita hunting beberapa barang untuk studio kita mumpung lagi BOOM SALE 👀🫶
shazfa.adesya,post_318,"""shoot"" by no na our first song from our hearts to yours drops at MIDNIGHT TONIGHT wherever you are! 🌊❤️ baila, esther, shaz, christy - no na"
shazfa.adesya,post_319,Cold hands and warm hearts ❄️🤍
shazfa.adesya,post_320,🍣🍡
shazfa.adesya,post_321,Had the best time at @hitcfestival !!
shazfa.adesya,post_322,My gals 🪩
nikyrputra,post_323,ketemuan di Bintaro aja ya kakk
nikyrputra,post_324,"Mario & Niky akhirnya gambarin silsilah keluarga mereka yang banyak artis itu. Kira-kira rahasia keluarga apa lagi yang terbongkar? Mending kalian langsung tonton selengkapnya, cuma di YouTube: The Maple Media. Forever in our hearts. Rest in love, Gusti Irwan Wibowo🕊️"
nikyrputra,post_325,"Memang romantis sekali jalan2ku kali ini, apalagi #ExploréMyCity bareng @merche.id & @soniaaadr"
nikyrputra,post_326,edisi dukung Indonesia di Thailand @garnierindonesia #GarnierGameFace #GarnierxEAFCMobileFestival #skincare #GGFID #NotAllSkincareIsTheSame
nikyrputra,post_327,"@caesarmario & @nikyrputra dateng ke The Meetup Market 2025 bukan sekadar buka lapak, mereka buka dimensi tawa. Hehehe... ✌🏼 Clear your weekend plans!! If you dont, just do. The Meetup Market 2025 is coming your way! 📍 Row 9 lt. 5 (Space 9), Blok M 📅 5 – 6 July 2025 We swear you don't wanna miss this kind of experience."
cccookie_cia,post_328,"Trip ke China kali ini bawa @javamifi dan ternyata nyaman! Bisa buat max 5 orang, dan walaupun transit di Singapore juga tetap bisa connect, dan udah ga perlu beli VPN lagi juga soalnya udah include ✨"
cccookie_cia,post_329,"Paling enak kalo hunting foto, lokasinya 1 tapi tempat fotonya banyak🙌 asli kalo ga ada @_rapara auto ke tempat mainstream doang di Jepang 😂 Btw buat yang nyari photographer di Jepang bs langsung hub @_rapara aj yak ✨ prewed jalan santai nongki santai aman pkokny 👌"
cccookie_cia,post_330,"Menghirup udara segar di taman Jepang, menyatu dengan alam dan menikmati setiap detik perjalanan. 🌿✨ wkwk bingung mau caption apa jd pake AI aja 🗿 📸 @_rapara"
cccookie_cia,post_331,Red top = happy thoughts ❤️ btw bajunya dulu @chandra_pheie yang bikin ✨ @xzen_osb
rrafelo,post_332,"1 tetes aja bisa ngubah minuman Lo! gw udah buktiin di es teh tawar & sekarang mau di iced latte. Kalo ditanya harus gak pake ini, well buat gw yang lagi pengen cut sugar ini sangat"" membantu. Menurut Lo gimana, worth it gak kalo coffee shop pake ini?"
rrafelo,post_333,Surat terbuka buat semua barista… yang masih suka ketok portafilter! Mau ngasih tau nih kalo sebenernya itu tuh gaada fungsinya selain nambah kerjaan 😌
rrafelo,post_334,Tutorial buka box susu ✨ Follow for more life hacks
rrafelo,post_335,"Siap kena sidak barista MNDY. Sekarang ga cukup ditanya kopinya aman atau engga, kudu harus dites lagi . Ada namanya TDS & extraction rate. 2 hal ini bisa ngebaca espresso Lo udah optimal atau belum dibuatnya. Di tempat Lo ada juga ga?"
rrafelo,post_336,"Barista B-nya apa? Belajar dong ✨ Makin kesini makin sadar kalo bisa kopi aja kayanya kurang deh, makanya deh tiba2 ngegulung 🙂"
naufaltannaz,post_337,"Coklat favoritnya siapa nih? Kalau ke KL wajib banget main ke pabriknya @berylschocolate yang ada di daerah selangor. Karena kalian bakal nemuin banyak experience baru. Seperti melihat proses pembuatan cokelat sampai bisa makan es krim cokelatnya yang enak banget. Oh iya, mereka juga nyediain cafe cakep nih. Jadi kalo yang mau nongkrong bisa banget nih disini. Btw, aku rekomendasiin banget kalau mau belanja produk cokelat beryls itu disini. Karena produknya lebih banyak dan lebih lengkap. Bahkan ada beberapa produk yang hanya ditemuin di tempat ini. Jadi gimana? Tertarik main kemari?"
naufaltannaz,post_338,"Menu viral banget di Malaysia 🇲🇾 Tapi wajar aja sih viral 👍 soalnya pas aku bikin dari rumah rasanya enak banget gaada lawan 🤤 basicnya ini tuh lumpia yang diisi daging cincang, keju mozarella dan secret sauce gitu. Bisa jadi ide jualan kalian ataupun menu berbuka puasa nanti. Jangan lupa di save dan share ke temen kalian ya 👋"
naufaltannaz,post_339,"Siapa yang belum pernah makan Indomie Bangladesh? Kalian harus nyobain sih! Kalo di daerah kalian gaada, aku bakal share resep yanh bisa aku bilang 80% rasanya mirip kayak yang ada di Warkop Agam Senyum Medan."
naufaltannaz,post_340,"Walaupun namanya melacca kopitiam tapi ini bukan di Melaka, Malaysia ya 😅 Ini tuh ada di Medan ‼️ Tapi walaupun gitu menu makanan mereka juga ada Nasi Lemak yang secara looks mirip banget sama yang ada di Malaysia. Dengan konsep kopitiam modern yang didominasi warna putih & hijau bikin kopitiam ini tuh estetik dan bikin nyaman buat ngumpul bareng temen"
dolly_regar,post_341,Kelen kapan terakhir duduk2 makan & nge-es krim soda sedap di warung dessert legend Medan ini guys? Ingat kali aq dulu asal pulang sekolah dijemput mamakku duduk2 nge-es krim soda sambil makan sate Padang di sini. Kalo ga ke Apo Kesawan ya ke sini lah kami! Nostalgia kali. 😍🍧🍻👍🏻
dolly_regar,post_342,"Perkara kari kambing, kalo di lidahku masih kari si rumah makan legend Medan sejak 1963 ini sich yg terbaik hingga saat ini guys! Kelen suruh aq nyoba kari yg di Kp. Madras itu pun ah masih lebih sedeup org ini lah kalo di lidahku! Ada rasa ada harga lah mmg, ga bisa bo'ong! Kalo kelen kalo masakan kari kambing premium ala restoran beginian suka beli yg di mana biasanya guys? 🔥😍🍲👍🏻"
dolly_regar,post_343,"Kusangka yg itu yg paling mirip rasa fried chicken-nya kek brand si Kakek! Eeh..rupanya yg ini yg lebih mirip lagi! Ampun ah, makin ke sini Medan makin jadi surganya brand fried chicken lokal yg sedap2, berkualitas, & murah! 😍🔥🍗👍🏻"
dolly_regar,post_344,Aduuuh...makin enak kurasa racikan tepung krispi & saus petis kental si jualan tahu isi yg udah eksis dari 1999 ni skrg! Ga sia2 jauh2 dikirim langsung dari pulau Jawa sana bahan utama bumbu petisnya! Harganya pun masih 2 ribu per pcs pulak! 😍🔥🍘👍🏻
dolly_regar,post_345,"Kelen ada yg suka duduk nyoto Medan di sini juga kah asal pagi guys? Waduuh mau soto-nya, mau nasi gurih ataupun lontong Medan-nya, ga ada yg ga enak lah mmg di warung sarapan legend Medan sejak 1982 ini! 🔥😍🍲🍛🍻👍🏻"
arzkeys,post_346,Jangan lupa pakai tripod ya gais 📸 -setingan kamera nya udah tertera di hasil foto sebelah kiri bawah ya 🔥
arzkeys,post_347,Explore and visit new photo spots around Jakarta yesterday with @lilhend @17th.visuals 📸🥶
arzkeys,post_348,Huracan STO 🇮🇹
arzkeys,post_349,Ada yg tau kenapa gua tolak ?
arzkeys,post_350,"Kapan mau kesini ? 🤩 Sudah open for public, Gedung tertinggi di indonesia, spot terbaik buat liat citylight jakarta yang bisa kalian kunjungi 🤩"
fauzanjabir,post_351,"📸 Explore jadi makin seru bareng realme GT 7 @realmeindonesia Dari jalanan kota sampai alam terbuka, setiap momen terekam tajam dengan kamera 50MP + AI Travel Snap. Siang terik? Malam berbintang? Semua tetap jernih dan penuh detail ✨ Baterai 7000mAh-nya tahan seharian nemenin petualangan, dan 120W Ultra Charge bikin isi ulang secepat kilat ⚡ Gak cuma powerful, tapi juga jadi temen explore yang selalu siap diandalkan! @realmecommunity Kalau kamu, fitur favoritnya yang mana nih? 👇"
fauzanjabir,post_352,"Explore di outdoor jadi makin seru dengan realme GT 7✨ Pakai seri realme GT 7 dengan kamera 50MP dan AI Travel Snap, tiap detail jadi tajam baik di siang terang atau malam penuh cahaya lampu. Rekam videopun tinggal angkat kamera. Full-Scene 4K Cinematic Video bikin hasilnya langsung punya rasa, vibe-nya berasa sinematik. Di outdoor seharian tetap tenang, karena baterai 7000mAh tahan lama. Dan kalau butuh isi ulang, 120W Ultra Charge siap ngecas super cepat tanpa nunggu lama. Ini ceritaku sebagai realme fans yang pakai seri realme GT 7! Coba sebutin fitur favorit kamu di bawah kuy!"
fauzanjabir,post_353,"Saat waktu berjalan lebih lambat di Desa🍃 Walaupun ga sempet keliling karena dikejar waktu, suasana di Dampit walaupun cuma di sekitar rumah @faridnandaa_ tetep syahdu banget. Next kalau ke Dampit lagi, baru kita explore!"
fauzanjabir,post_354,"Jalan yang jauh jangan lupa pulang ⁣Kuliah di kota malang, bekerja di kota malang. Namun, setiap Idul Adha hati selalu berharap untuk bisa pulang, walau hanya sebentar. ⁣Pagi ini, setelah shalat Eid, aku berkeliling mengunjungi sanak family sambil menghirup aroma tanah kelahiran yang tak pernah bisa aku lupakan. ⁣Thanks to @agis_7n for the vid! ⁣See you on the next adventure! 🎬⁣"
fauzanjabir,post_355,"Dulu, selalu insecure lihat orang-orang punya hp yang bagus dan kamera yang proper. Hari ini, aku sadar, untuk memulai, kita gak perlu nunggu semua serba ada, tapi mulai dengan yang ada. Aku percaya, untuk memulai, gak perlu nunggu alat yang serba ada, kita hanya butuh niat yang besar untuk memulai langkah pertama. Seiring berjalannya waktu, nikmati prosesnya dan rasakan suka dukanya. Hal-hal baik akan datang bukan karena kita mulai dengan skill yang jago dan alat yang keren, tapi karena kita berani mulai dengan ambil langkah pertamanya. 10% memang bagus, tapi 1% juga artinya perkembangan. Semangat buat kalian yang mau memulai, jangan ragu ambil 'langkah pertama' kalian! Semoga menginspirasimu buat memulai✨"
fajrin.rz,post_356,"remember that the happiest people are not those getting more, but those giving more. kemarin kegiatan volunteer pertama gw di 2025 bersama @myfundaction.id 💛 ini adalah pengalaman yang berharga karna biasanya cuma liat dari instagram aja tapi kemarin alhamdulillah bisa terjun langsung ketemu sama anak-anak dan ikut activity nya. terimakasih kepada semua yang telah membuat hari itu begitu istimewa. gw belajar bahwa dengan berbagi sedikit waktu, kita bisa menciptakan dampak besar dalam hidup orang lain."
fajrin.rz,post_357,"gw percaya bahwa hal baik akan bertemu dengan yang baik pula, begitupun sebaliknya. dan yaw, seperti itulah cara semesta bekerja. kita benar-benar akan bertemu dengan hal yang telah kita usahakan. 🤍🍃"
fajrin.rz,post_358,aamiin paling kenceng 🤍🍃 📍 @curugcibereum.official
fajrin.rz,post_359,kita usahakan persahabatan until jannah itu.🤍✨ __ wearing alina abaya @lozyhijab x @cutsyifaa
fajrin.rz,post_360,own your style! ✨
ginasihlaa_,post_361,"Ini hanya tentang perjalanan, Jangan dipikirkan endingnya tapi nikmati prosesnya🌻 Hijab Syafaa Shawl @nasyila.hijab Spill outfit‼️ 🔗Tunik link no 92 🔗Rok link no 93 🔗Hijab link no 84"
ginasihlaa_,post_362,"Sekuat apapun kamu, tetaplah sandarkan segalanya pada Allah. Dia selalu ada, menanti doamu dan memberimu kekuatan🤍 Abaya+hijab @myjilbab.official || Link di bio no 87 ||"
ginasihlaa_,post_363,"Sesuatu yang telah Allah takdirkan untukmu, tidak akan pernah menjadi milik orang lain🤍 Safiya knit dress @sundaraexclusive 🌷 Btw hijabnya juga dari @sundaraexclusive xixi || Link dress di bio no 69 || || Link hijab di bio no 75 ||"
ginasihlaa_,post_364,"Bismillah🤍 Di bulan Muharram yang penuh berkah ini @daarul_quran lagi ngadain program amal jariyah. Kita bisa berpartisipasi untuk membantu anak yatim dan dhuafa dengan berdonasi untuk program ""Rumah Yatim"" dan ""Beasiswa Pendidikan"". Setiap donasi yang kita berikan akan disalurkan langsung untuk kebutuhan mereka yang membutuhkan. Yuk, kita manfaatkan momentum bulan Muharram ini untuk berbagi kebaikan dan meraih pahala berlipat🤲🏻 Untuk info lebih lanjut dan cara donasi, bisa langsung cek ke @daarul_quran atau klik link di bio mereka✨ #MuharramBerkah #AmalJariyah #YatimDhuafa #DaarulQuran #BulanMuharram"
ginasihlaa_,post_365,Serenity looks like this🍃
olviapayten,post_366,Out for the night in @kaban.bali 💋🥂✨
olviapayten,post_367,☀️☀️
olviapayten,post_368,Thrilled to announce that Olivia Payten has joined Jalintraksi as our Leading Creator! 🎉 Don't miss out—subscribe to Olivia's membership for exclusive content and more! ✨ #Jalintraksi #OliviaPayten #ExclusiveContent
olviapayten,post_369,Tennis court photoshoot
olviapayten,post_370,Eid Mubarak💗
dindarimby,post_371,Travel scenery post
dindarimby,post_372,Fashion outfit post
dindarimby,post_373,i'll comin' back here ASAP!!
dindarimby,post_374,Portrait with red hat
dindarimby,post_375,Popular portrait post
rivaldosantosa,post_376,"Selalu ada kata pertama untuk semua hal, dan hari ini pertama kali gue ikutan special screening film ""Tinggal Meninggal"" sebuah special screening san wawancara film dalam hidup gue, rasanya tegang, seru, cair :). Ga kalah tegangnya saat gue harus wawancara para developer game. Thank you kesempatan yang sudah diberikan oleh @imajinari dan ko @ernestprakasa untuk kesempatan wawancara terkait ""Tinggal Meninggal"" - Impresi filmnya menyusul dalam format video ""kurang ajar"" seperti biasanya di @_mooview. Tunggu kami ""kurang ajar"" ke 3 orang keren @ernestprakasa @caesarmario @mawar_eva"
