brand,fused_dim_0,fused_dim_1,fused_dim_2,fused_dim_3,fused_dim_4,fused_dim_5,fused_dim_6,fused_dim_7,fused_dim_8,fused_dim_9,fused_dim_10,fused_dim_11,fused_dim_12,fused_dim_13,fused_dim_14,fused_dim_15,fused_dim_16,fused_dim_17,fused_dim_18,fused_dim_19,fused_dim_20,fused_dim_21,fused_dim_22,fused_dim_23,fused_dim_24,fused_dim_25,fused_dim_26,fused_dim_27,fused_dim_28,fused_dim_29,fused_dim_30,fused_dim_31,fused_dim_32,fused_dim_33,fused_dim_34,fused_dim_35,fused_dim_36,fused_dim_37,fused_dim_38,fused_dim_39,fused_dim_40,fused_dim_41,fused_dim_42,fused_dim_43,fused_dim_44,fused_dim_45,fused_dim_46,fused_dim_47,fused_dim_48,fused_dim_49,fused_dim_50,fused_dim_51,fused_dim_52,fused_dim_53,fused_dim_54,fused_dim_55,fused_dim_56,fused_dim_57,fused_dim_58,fused_dim_59,fused_dim_60,fused_dim_61,fused_dim_62,fused_dim_63,node_type
grab,-0.075020954,0.42911497,0.11943704,0.16970405,0.093709014,-0.18438722,0.42895466,-0.18775374,-0.28687996,-0.27507615,0.0066743083,0.09233983,0.025961393,-0.27686077,0.13741605,-0.49460506,0.015312806,-0.038134716,-0.091532215,0.12051144,0.30485427,-0.26329288,0.13352998,0.1901674,-0.28356767,0.24755153,-0.5036469,0.36397675,0.43184465,0.14396061,0.025805157,-0.25371075,0.021685032,0.53551435,-0.19731255,0.2971937,0.5026909,-0.053649187,-0.3622772,0.5489511,-0.021449208,-0.12491557,0.27919313,-0.06261441,-0.5729977,0.27087122,-0.36475745,0.058438074,0.019711707,-0.29423657,-0.48321998,0.1250562,-0.036189675,0.447581,-0.033420667,-0.1212606,-0.18779741,0.53690547,0.17202744,-0.09270145,-0.37631935,-0.4499529,0.1252635,0.100046486,brand
traveloka,-0.0063718176,0.023988841,0.011316893,0.0169748,-0.043186873,-0.04028078,-0.03161771,0.09199847,0.08637811,-0.023554862,-0.038338188,-0.0111262165,-0.011215055,0.0992073,0.008218675,-0.02319457,-0.040323347,-0.07718578,-0.07167634,-0.057420652,0.05835429,0.078533866,-0.046292815,-0.008578027,0.021410383,0.045531802,-0.0034203148,-0.15487981,0.06022618,0.077003315,0.0044420804,-0.01789229,0.0034850314,0.14815648,0.07542476,-0.0024566203,0.057813473,0.022167563,-0.032605004,-0.089251086,-0.23401073,-0.07186552,0.011276769,0.07498187,-0.011305525,0.09453869,0.012221721,-0.047486007,0.11050212,-0.03309609,-0.00055298104,0.11829018,0.10294458,0.11694324,-0.033375148,0.052365452,0.02935246,0.020968474,-0.060506187,0.0005200881,-0.12440866,-0.015862862,0.1247861,0.15463501,brand
tiket.com,-0.1111895,0.12841192,-0.28533846,-0.53011286,-0.1739165,-0.07457912,0.03728903,0.23050669,-0.33559662,0.21409371,0.42684263,0.34696442,-0.005789769,0.19951433,-0.4335423,0.38293314,-0.022069823,0.12509407,0.049876396,0.16011158,-0.240051,0.111243874,0.2300033,0.36879492,-0.08728783,0.33897305,0.17644584,-0.05519981,0.17827234,0.34269282,-0.11159505,-0.3068381,0.65218973,-0.12506816,0.12146294,-0.21665573,-0.37523603,0.22755077,-0.02993235,-0.30317026,-0.20486043,-0.008843593,-0.12577766,0.12219425,0.17376101,0.15364411,0.14839229,0.76710457,0.1983129,0.08949276,0.329092,-0.024913393,0.33995667,-0.09669459,0.13219172,-0.29811916,0.04401442,-0.221865,-0.4214403,0.15344384,-0.17198509,0.27171105,-0.41373754,-0.116497174,brand
lion air,-0.1786974,-0.04257565,0.0275613,0.01962483,-0.024375483,-0.09111391,-0.100991294,0.12698033,0.10070377,0.15681681,0.10524607,-0.14486134,-0.041453548,0.14299288,0.032280993,0.123872295,-0.07367258,-0.104243875,0.08966406,0.04306086,0.074305326,0.07093401,-0.05587288,-0.05850251,0.021912064,0.0032176562,0.03851957,-0.13258463,-0.024335949,-0.073623955,-0.14861712,0.048166517,0.0020563107,0.08470771,-0.0007532908,0.039961375,-0.01831324,-0.14213409,-0.02331737,-0.1507019,-0.12527475,0.02584612,0.013986317,0.08938682,0.15696163,0.066743866,0.055194758,-0.028665604,0.032162778,-0.02552095,0.24074829,0.12698539,-0.052050747,0.054067004,-0.015081876,0.06718412,0.15298405,0.06071663,0.102803424,0.082972005,-0.106646314,0.008902284,0.059773643,0.19448128,brand
garuda indonesia,-0.07594259,-0.020782635,0.030133937,-0.0014090802,-0.03393273,-0.032762524,-0.109073505,0.12364057,0.11874433,0.10440586,-0.03381104,-0.09923697,-0.04860738,0.15793575,0.018607602,0.032503013,-0.08647631,-0.08282384,-0.0019104397,-0.011501453,0.02904161,0.07915351,-0.08781709,-0.0149848545,0.023041103,-0.0017129522,0.040622294,-0.16293436,0.0007182676,-0.014456034,-0.037543956,-0.00080161623,-0.041161038,0.106541425,0.045935802,0.019082613,-0.008450915,-0.0017903295,0.03250813,-0.13205473,-0.2031356,-0.04405375,-0.050714567,0.08074851,0.06312476,0.081459805,0.046075005,-0.06584612,0.12346572,0.013166521,0.114911,0.08881411,0.049870178,0.068246745,-0.03384812,0.040990293,0.10099969,0.0021225237,0.0035300094,0.017967742,-0.11309227,-0.012998565,0.10575451,0.17218521,brand
j&t express,0.102044545,-0.0092394715,-0.37839824,-0.032494463,-0.0077659134,-0.19909596,-0.101711914,0.0059747947,-0.22335228,0.10119501,0.08421867,0.20107996,-0.06296021,-0.12892221,0.12399317,0.1450044,0.17118979,0.08231585,0.08676122,-0.22290015,0.012145947,0.14947116,0.049796022,-0.044424936,0.11116585,0.060004346,-0.071622975,0.17711361,0.094495624,0.09144804,0.1758028,0.050766163,0.17663565,0.05884553,0.055135213,-0.23721111,-0.19848296,0.09882261,0.09822668,-0.009342156,-0.033241607,0.15273297,0.11249031,-0.14702354,0.018912334,-0.063668415,-0.064113155,0.16994262,-0.09913714,0.15432876,0.1711743,-0.06071409,0.1328015,0.12746374,-0.037732817,0.17653921,-0.024847414,0.10993485,-0.3893702,-0.071080424,-0.13548358,0.07934228,-0.12644011,-0.08309299,brand
sicepat,0.14111939,-0.011668155,-0.3927547,-0.0049271104,0.002700035,-0.19844958,-0.11151332,-0.011569028,-0.21848707,0.083997354,0.038067155,0.20508668,-0.069135025,-0.15452808,0.15971348,0.1127003,0.18693939,0.08824082,0.07570747,-0.26179633,0.01796047,0.15463248,0.035169903,-0.065431826,0.128134,0.041770473,-0.08840432,0.19198757,0.096437916,0.08913831,0.22183904,0.06830555,0.14052618,0.07297385,0.06273997,-0.24445687,-0.18566144,0.11963034,0.11970318,0.017292006,-0.03533154,0.15263513,0.12029382,-0.1712116,-0.012206314,-0.08004187,-0.079949394,0.12739861,-0.10686974,0.1683729,0.13706529,-0.072934,0.13835368,0.14675349,-0.052102134,0.20326173,-0.040998034,0.11965303,-0.41576776,-0.099999815,-0.1337672,0.063994914,-0.10241516,-0.09167152,brand
anteraja,-0.0004927197,-0.012487514,0.048491135,0.010008745,-0.032554954,0.008262752,-0.12689498,0.11848253,0.15513574,0.061787903,-0.15619108,-0.086614706,-0.057560988,0.16740952,0.030657824,-0.049417157,-0.099259675,-0.079245634,-0.06733969,-0.06380102,0.009228582,0.0840227,-0.1264705,0.00019455235,0.031706557,-0.022837415,0.038730174,-0.19236903,0.012346673,0.01015653,0.050119445,-0.022986196,-0.10700239,0.13302961,0.07537328,0.01116922,0.01609577,0.08826402,0.07948479,-0.11195961,-0.26106584,-0.095236644,-0.095626235,0.06930353,-0.007786235,0.09002041,0.037522532,-0.13070685,0.18688041,0.036731236,0.014366364,0.06907562,0.11568703,0.08570989,-0.054772276,0.03992812,0.065272436,-0.03037969,-0.047956232,-0.03621896,-0.117547706,-0.039736435,0.1636703,0.17164785,brand
pos indonesia,-0.061260626,-0.028041512,-0.009377147,0.016487865,-0.024753604,-0.056225985,-0.111737385,0.10536956,0.09164396,0.103045836,-0.026973173,-0.08092786,-0.052033268,0.11924206,0.0508447,0.040965736,-0.054961063,-0.07193657,0.013280187,-0.041844755,0.042175397,0.08583072,-0.08083554,-0.03583261,0.03776594,-0.005429551,0.020740002,-0.123140246,0.004319548,-0.016884845,-0.017712966,0.019762542,-0.038366728,0.10895781,0.039178684,-0.0032738645,-0.019570407,-0.008028464,0.04023347,-0.11101504,-0.17836228,-0.014784517,-0.022919407,0.051454693,0.061289832,0.06084172,0.0286549,-0.06686238,0.08659865,0.02550504,0.123829275,0.07752587,0.043570615,0.0824499,-0.039149188,0.07392356,0.091402024,0.026537765,-0.020966344,0.0060504703,-0.113518104,-0.010838047,0.094411895,0.15258306,brand
erigo,-0.0026334766,0.008828273,0.0810958,0.027584605,0.0197692,-0.011144156,-0.024648178,0.0836685,0.16395035,0.038567007,-0.063650034,-0.119795874,-0.043170355,0.13594526,0.0019144994,-0.0338671,-0.04915274,-0.08420749,-0.04393656,0.007849962,0.09438349,0.047543652,-0.14839363,-0.023025945,0.02939644,0.021473002,0.03417321,-0.14706391,-0.014576167,0.018717302,-0.03628381,0.018829115,-0.055948906,0.10544518,0.051666528,0.061442673,0.04396566,-0.006032945,-0.0024671534,-0.0864557,-0.23127817,-0.08195847,-0.017929392,0.101273224,0.0046636537,0.06101574,0.04308963,-0.113842115,0.14113417,-0.0151370475,0.029296685,0.07820676,0.026524063,0.077707216,-0.060837954,0.052525166,0.056591906,0.053347193,0.030636271,0.0027357393,-0.07691416,-0.05267904,0.16502148,0.1590889,brand
3second,0.16871732,0.017820848,-0.3486024,0.004226697,0.04538294,-0.18721963,-0.012836831,-0.039081167,-0.1978597,0.039226808,0.069776356,0.18676695,-0.06382318,-0.17596889,0.124058515,0.09190552,0.23353755,0.087374814,0.054972462,-0.21871796,0.08767049,0.10996772,-0.00898334,-0.06634702,0.12748903,0.0899702,-0.09119521,0.21036841,0.07906975,0.12232433,0.16978407,0.07313581,0.16805097,0.06007019,0.05151037,-0.20296632,-0.1567713,0.08189599,0.06523669,0.036834717,-0.044261303,0.14480491,0.1603018,-0.13223355,-0.03340465,-0.08671732,-0.08504617,0.12146777,-0.099050805,0.1296122,0.099739194,-0.082119085,0.10603996,0.14660937,-0.06875018,0.21276173,-0.069339655,0.17743558,-0.36273405,-0.08728169,-0.106677964,0.039404962,-0.07508944,-0.10097018,brand
hammer,0.038761858,0.022306405,0.017940136,-0.0041862978,0.01427169,-0.018674955,-0.017181566,0.075121135,0.10493767,0.028817866,-0.058668353,-0.05547402,-0.045272954,0.106203414,-0.010617682,-0.023657832,-0.016643135,-0.05170033,-0.052227132,-0.023922808,0.07143198,0.056810856,-0.12759212,0.0014140327,0.03800817,0.0449268,0.02700245,-0.11130539,0.010680267,0.06334947,0.00783914,-0.0019172856,-0.0067768362,0.09432347,0.06614627,0.014183728,0.007511322,0.04755971,0.015549902,-0.07825057,-0.22995174,-0.07009071,-0.016764337,0.07781245,-0.016357332,0.050917983,0.032645866,-0.059662767,0.13897976,0.012314009,0.016461954,0.045988925,0.073999316,0.08414133,-0.058195002,0.048470378,0.028301958,0.042431355,-0.056362353,-0.015145332,-0.08537912,-0.033998363,0.12511927,0.10909367,brand
lois indonesia,0.013303905,0.014520194,0.013343334,0.006488117,0.018041018,-0.036813006,-0.015712036,0.07254713,0.09847735,0.042708535,-0.023478588,-0.06683868,-0.043897368,0.09631814,0.0007850448,-0.0005526094,-0.008941498,-0.05635428,-0.026869196,-0.013763856,0.08581504,0.05536665,-0.11893132,-0.015925957,0.038805827,0.04410787,0.021915574,-0.09686042,0.0026252265,0.04461287,-0.018775456,0.015633969,0.001719466,0.09050424,0.052403044,0.018666677,0.004305524,0.008148164,0.0012012073,-0.07838076,-0.20475364,-0.04771404,0.0047182357,0.075586215,0.0074363872,0.04424268,0.030116469,-0.053378128,0.10935153,0.0040403865,0.050410666,0.054445133,0.043723244,0.08185679,-0.055347003,0.061868526,0.0410885,0.06340283,-0.031194126,-0.0007629767,-0.08295128,-0.0296566,0.11395793,0.11467557,brand
the executive,0.024384633,0.013757009,0.026585538,0.015125033,0.019897852,-0.026884634,-0.020436518,0.07166715,0.115817636,0.034417257,-0.052118305,-0.07425097,-0.04546976,0.10203185,0.006838235,-0.020686936,-0.016174357,-0.06040652,-0.039989144,-0.020884275,0.086405315,0.055308573,-0.13111219,-0.01734623,0.039798938,0.035251513,0.021712065,-0.108168766,0.0013117119,0.043041475,-0.005881367,0.015176369,-0.021969955,0.098539144,0.056295708,0.024599247,0.016187347,0.019397646,0.008998352,-0.07405559,-0.21761638,-0.060550235,-0.0042056865,0.07598243,-0.005553083,0.04682569,0.029562749,-0.07815044,0.12247232,0.0051648486,0.029761788,0.05498623,0.04963994,0.086092025,-0.060613334,0.06346689,0.03739444,0.058621787,-0.029027253,-0.010389246,-0.08228886,-0.039423212,0.13366322,0.121770486,brand
brodo,0.010466766,0.020028586,0.01068662,-0.010415487,0.012703945,-0.033773564,-0.011174645,0.078288645,0.090078324,0.04490025,-0.012258101,-0.05849641,-0.0421566,0.10337447,-0.016965322,0.007379245,-0.011992194,-0.052700788,-0.028202793,-0.004921511,0.076346606,0.05484519,-0.11232161,-0.0026793587,0.03447301,0.05385246,0.028597958,-0.10053107,0.006697817,0.05494669,-0.023950476,0.0042869556,0.02057559,0.08384122,0.056009587,0.015563784,-0.0036343986,0.015616812,-0.0016867314,-0.08704638,-0.20857343,-0.051232472,-0.0016613038,0.08234005,0.010306941,0.048753392,0.035674904,-0.031787913,0.117080174,0.0040183812,0.05406711,0.052773863,0.05242436,0.075859606,-0.050207347,0.047489822,0.041191842,0.05359111,-0.039128907,0.0049480554,-0.08437534,-0.022373132,0.101934046,0.109309524,brand
geoff max,-0.06771876,-0.0069798706,-0.035042636,0.031268526,0.030115455,-0.11255975,-0.00750606,0.060240656,0.043738715,0.09396827,0.12111363,-0.080751956,-0.040457524,0.043129124,0.036986966,0.096996024,0.037268728,-0.0589564,0.07066037,0.010834079,0.13087326,0.052965917,-0.07568653,-0.069887035,0.047828726,0.05279643,0.00088680384,-0.024026886,-0.014413662,-0.006683596,-0.102349654,0.0724822,0.06263895,0.06912927,0.0058710533,0.011882687,-0.027239263,-0.12078872,-0.046095118,-0.07813758,-0.10503224,0.047498576,0.08893317,0.055707946,0.09184693,0.014023155,0.01716755,0.0011081566,-0.0072639696,-0.015912902,0.17833586,0.07206848,-0.049414597,0.0758546,-0.042493403,0.111619875,0.07903281,0.1409961,0.024822058,0.048510537,-0.08009532,-0.0019331046,0.04821242,0.112801015,brand
monstore,0.096721485,0.005539067,-0.3260323,0.01104572,0.045074522,-0.21002296,-0.007956347,-0.028177377,-0.19147769,0.06892355,0.14433876,0.14873813,-0.057301976,-0.16183291,0.11976673,0.14025721,0.2226679,0.066181734,0.09715417,-0.17222512,0.108572885,0.100964785,0.0045793946,-0.08044742,0.11556942,0.09409286,-0.08431001,0.20669141,0.061829247,0.086204804,0.09333145,0.089637995,0.19000092,0.047958773,0.023960214,-0.1818251,-0.15856099,0.0018560579,0.027632304,0.0138770165,-0.00988038,0.17078894,0.1817508,-0.11234236,0.023083275,-0.08265315,-0.073140144,0.13960919,-0.1318123,0.100726426,0.16879684,-0.052549172,0.05097983,0.13017756,-0.054936387,0.21262261,-0.03280955,0.20118922,-0.28763047,-0.04346358,-0.10295788,0.050730463,-0.09341745,-0.07556085,brand
damn! i love indonesia,0.008154696,0.020026118,0.038022887,-0.0063817296,0.011932064,-0.01984793,-0.0142349005,0.0840003,0.11582151,0.040959522,-0.03280139,-0.076306015,-0.041860707,0.121744186,-0.021124173,-0.008829127,-0.029629305,-0.06240698,-0.039680436,0.0029481049,0.075709,0.051766023,-0.12457898,-0.0006701749,0.030098826,0.046428688,0.035257734,-0.12353064,0.0018915035,0.04954599,-0.026836399,0.00072584033,-0.0009470053,0.08949454,0.0586925,0.03125167,0.011486257,0.018045405,-0.00092231546,-0.09138052,-0.22413366,-0.06927341,-0.015326424,0.09386798,0.005253344,0.05723635,0.04197278,-0.053777847,0.13603908,-0.0021331343,0.040051088,0.060445055,0.05230108,0.0738111,-0.05216811,0.039322697,0.04512978,0.04445521,-0.020182477,0.004610764,-0.08250798,-0.031215727,0.12236899,0.12515508,brand
cottonology,-0.5368291,-0.058021583,-0.07180293,-0.38768536,-0.07259208,-0.30242598,0.08693231,0.19496205,-0.16244368,0.38773745,0.8882967,0.017408546,0.073050834,0.3940472,-0.37848204,0.6372738,-0.044341482,-0.02687743,0.2820331,0.45879188,0.19255951,0.16516289,0.13458537,0.06517725,-0.10477609,0.291961,0.10849863,-0.016661337,-0.022593755,0.013020644,-0.67296994,-0.05969751,0.6974262,-0.053245902,-0.0693388,0.053662866,-0.43563247,-0.43091732,-0.36502385,-0.51641655,-0.07588175,0.11068611,0.1926446,0.31050977,0.6062299,0.14314657,0.14660403,0.6757089,-0.048911717,-0.065956295,0.8441969,0.2121592,-0.19472232,-0.001968056,0.13808075,-0.09130031,0.3473369,0.2653319,0.17310588,0.42946923,-0.14618476,0.19515571,-0.4635682,0.25900993,brand
advan,-0.060742468,0.0041915365,0.03796924,-0.010061767,-0.024288695,-0.025783341,-0.10409368,0.1238391,0.12625557,0.109474465,-0.0861374,-0.109050736,-0.052835803,0.1679098,0.023885861,-0.006907974,-0.09397123,-0.08213706,-0.029505227,-0.0029419356,0.019718861,0.07490683,-0.08857149,0.014949881,0.00650088,0.0046100197,0.037651785,-0.1648099,0.018150598,-0.00999252,-0.012828402,-0.025922775,-0.059753276,0.12154853,0.03447095,0.03027666,0.016821591,0.03091504,0.042922597,-0.11145586,-0.22452652,-0.06624456,-0.07750476,0.07660783,0.014282629,0.0887387,0.03274966,-0.07472936,0.17385174,0.016648544,0.073457904,0.07062933,0.06787321,0.08848344,-0.029723052,0.025548773,0.08687359,0.0059629325,-0.0051714443,-0.011359919,-0.13619862,-0.039174914,0.12842706,0.172313,brand
axioo,-0.049798872,0.011905689,-0.008725402,-0.036610097,-0.029408507,-0.03986297,-0.095234916,0.12046884,0.07706612,0.111907706,-0.055247545,-0.066896126,-0.05186247,0.14779389,0.009679101,0.018902019,-0.07060863,-0.061294682,-0.021513462,-0.0119176665,0.0059587415,0.080369,-0.06491,0.030666674,0.009330958,0.026123507,0.034656316,-0.13455665,0.03285151,0.01646517,-0.0029413179,-0.037194587,-0.008996496,0.107633695,0.03838432,-0.0016614958,-0.014243334,0.049322907,0.044614434,-0.111406624,-0.21129525,-0.048251297,-0.068632655,0.06474382,0.016347947,0.0808247,0.028578859,-0.020188771,0.16015011,0.030081164,0.08739355,0.053476192,0.08762531,0.0872788,-0.022452772,0.020107018,0.07516599,0.0039011817,-0.053859077,-0.010996526,-0.14091748,-0.019099154,0.08719276,0.13791034,brand
polytron,-0.043876745,0.0050178585,-0.004871001,-0.014328629,-0.022390299,-0.042530745,-0.1015681,0.11276071,0.089176804,0.10791227,-0.07369824,-0.07732275,-0.054539014,0.13880289,0.033438407,0.00604815,-0.06692612,-0.06581482,-0.021647993,-0.025160644,0.01779535,0.081147686,-0.07461856,0.013821707,0.015256512,0.012811568,0.02585353,-0.13073704,0.028278343,0.0039017214,0.006634814,-0.02313582,-0.035846554,0.117187515,0.034361027,0.0022529874,-0.0031088556,0.04240045,0.05003812,-0.09943569,-0.20834829,-0.04516999,-0.061628684,0.055321585,0.010340266,0.075219594,0.021148808,-0.050541125,0.15198462,0.031000752,0.079573095,0.05502735,0.07834228,0.09602119,-0.029584087,0.0388192,0.07407745,0.015388407,-0.04519534,-0.020114165,-0.13931775,-0.029528502,0.104656294,0.1446766,brand
evercoss,-0.041258767,7.629971e-05,-0.031508535,-0.005230965,-0.017140435,-0.060796607,-0.10150418,0.10213822,0.06832844,0.11116956,-0.058371503,-0.06592354,-0.055883244,0.11421151,0.05170413,0.01876805,-0.04620301,-0.059057385,-0.006758929,-0.038930785,0.026749091,0.08479676,-0.06615663,0.00052272447,0.023000376,0.012853505,0.013755348,-0.10301928,0.02992788,0.0008579156,0.011265955,-0.009436272,-0.02734774,0.116089314,0.027561449,-0.0115314815,-0.012667856,0.031462062,0.05061341,-0.088194534,-0.18769446,-0.022599928,-0.040862933,0.038147014,0.015370552,0.062230498,0.010987634,-0.04391382,0.123946205,0.036833458,0.094070055,0.04950937,0.06927602,0.102968626,-0.030690277,0.058510482,0.07103641,0.03322863,-0.056821413,-0.02267162,-0.1395542,-0.025687773,0.09154252,0.13208972,brand
zyrex,-0.012374523,0.01379756,0.038985923,-0.012707599,-0.025678676,-0.001852347,-0.11192055,0.12169665,0.13627711,0.084222436,-0.15277083,-0.09139336,-0.05794552,0.16996908,0.024066176,-0.050857022,-0.09721622,-0.07437357,-0.06855515,-0.035320465,0.0024811937,0.07805388,-0.10634113,0.031787347,0.012283297,-0.0015790253,0.037870154,-0.17792456,0.03048442,0.013965851,0.042760435,-0.04546232,-0.08486628,0.13372718,0.05458474,0.018442024,0.024720494,0.09296805,0.07174474,-0.10067026,-0.25890797,-0.09454733,-0.10514313,0.06847745,-0.030085158,0.09354292,0.027968775,-0.098070234,0.21260324,0.03359639,0.013316824,0.05377202,0.11569189,0.098432496,-0.04017037,0.020210095,0.06250868,-0.017020965,-0.049417935,-0.043818824,-0.14129472,-0.04990322,0.15297718,0.16345176,brand
smartfren,-0.05338617,-0.0071081845,-0.020190727,0.004046951,-0.006575443,-0.058672935,-0.106760696,0.097546875,0.074357435,0.13297342,-0.048669305,-0.09070237,-0.06581381,0.1126087,0.059786275,0.024105303,-0.04623776,-0.05770003,0.016230382,-0.023114277,0.03909255,0.069002226,-0.08315897,-0.013978312,0.02456658,0.0042186626,0.012882666,-0.08429006,0.012457968,-0.021696487,-0.0053606695,0.000879943,-0.04122743,0.10925888,0.016574392,0.005327034,-0.021004925,0.010343937,0.052881308,-0.08163638,-0.16716906,-0.011398075,-0.03784205,0.037560828,0.027104076,0.056231614,0.010547398,-0.05523902,0.10625097,0.04182485,0.11692021,0.043965645,0.036014654,0.091444045,-0.03755849,0.06021765,0.08447781,0.04916852,-0.028460525,-0.014477538,-0.12929124,-0.034878008,0.0896344,0.13217786,brand
myrepublic indonesia,-0.1730784,-0.06899205,-0.28772938,0.035500064,0.03543877,-0.31048834,-0.09584855,0.019221682,-0.18823028,0.23077255,0.3203435,0.02359324,-0.05135861,-0.08247567,0.17086747,0.2952404,0.15743694,0.0045329193,0.26681906,-0.061825193,0.12655039,0.09985584,0.085839346,-0.13747983,0.08003262,0.06044127,-0.079159275,0.20941699,0.01799994,-0.09724191,-0.08844121,0.130177,0.20107412,0.030487465,-0.08836621,-0.1346041,-0.18734992,-0.23294365,-0.023623254,-0.06175015,0.117455035,0.2635541,0.21548554,-0.10382728,0.2026002,-0.068584725,-0.056284703,0.18620539,-0.23504417,0.05672367,0.43498373,0.040568884,-0.119775444,0.105592385,0.014557892,0.21765038,0.104917586,0.2645309,-0.07373007,0.06555037,-0.124743134,0.074953765,-0.17451859,0.023437155,brand
biznet,-0.0665115,-0.043518793,-0.30263937,0.0050889794,0.030791119,-0.24998705,-0.09268126,0.009649191,-0.18335351,0.20355144,0.23043773,0.061725046,-0.07164417,-0.08956376,0.14244154,0.23906037,0.15391353,0.038418297,0.20862776,-0.101152904,0.098431006,0.10307461,0.03651046,-0.10872871,0.08639852,0.06770472,-0.06503908,0.20108621,0.024233583,-0.03560842,-0.0012240799,0.113593176,0.18135503,0.025718292,-0.033783354,-0.15092063,-0.21323171,-0.11402427,0.030012341,-0.045552008,0.057528354,0.21328995,0.1608663,-0.109455556,0.13998932,-0.080578595,-0.048761107,0.16704428,-0.17415494,0.106723994,0.35418326,-0.012914797,-0.042915788,0.086442724,-0.015408444,0.1889531,0.063470945,0.20083056,-0.17467137,0.017783199,-0.108293764,0.07443072,-0.13905454,-0.028861672,brand
indihome,0.96647114,0.121893644,0.87004274,0.73003244,-1.8070215,0.2559217,1.0957894,-0.43439567,0.061051488,-2.2504056,0.47572398,0.6336131,0.29776382,-0.84330463,-1.0202025,-0.18378857,-0.94243675,-0.8261171,-1.1685632,-0.3702566,0.6845512,-0.27403527,-0.8143848,-1.0710007,0.2617765,-0.09850901,-0.10414417,-0.7358725,0.33717862,1.4042597,-0.8731659,0.43770766,-0.007139288,0.707508,0.75858676,0.33181912,0.41730326,-0.9434414,-0.5149608,-0.28253323,-0.017947197,-0.49454862,0.7274479,0.86747503,0.58726645,0.08919416,0.58987343,-1.0284745,-0.6849427,-0.82749826,-0.6898406,1.2712495,-0.3028251,-0.44673404,-0.36234665,0.058423653,-0.2737874,-0.79410094,0.4108141,1.1843262,0.3966974,0.87283957,0.94971293,0.04645458,brand
bardi,0.10287006,0.026433432,-0.38900316,-0.09484975,-0.013216274,-0.19321972,-0.0788791,0.022938313,-0.25409448,0.121282995,0.082727544,0.2270247,-0.062382787,-0.10369831,0.075194776,0.14332816,0.16062556,0.095871344,0.0644037,-0.182446,-0.021457214,0.14476877,0.075576514,0.027168069,0.07534617,0.10018323,-0.05793073,0.17596152,0.12322586,0.12798145,0.17141896,-0.007372436,0.22040251,0.052545205,0.046215333,-0.2384645,-0.2067638,0.14400256,0.09758981,-0.010752139,-0.056668453,0.13087752,0.0733244,-0.13267691,-0.006505596,-0.039869323,-0.06304358,0.24005452,-0.03646362,0.15882972,0.15779343,-0.08508004,0.17019469,0.12741734,-0.016621068,0.12169625,-0.03747321,0.08959015,-0.4181954,-0.07864488,-0.16456103,0.07557668,-0.15302554,-0.10229273,brand
bank bca,0.05193603,-0.0014133006,-0.113973394,0.19125971,0.14566597,-0.10934078,0.07248222,0.02901235,0.073535144,-0.2674152,-0.10794942,0.09250815,0.040710717,0.0038412262,0.08499892,-0.056070946,0.14997938,-0.13262174,-0.17032136,-0.22432712,-0.023944918,0.2765491,0.16711392,0.09660548,0.038230736,0.07370596,-0.08681995,-0.26983538,0.06440735,0.042090457,0.14307638,-0.049189497,0.023235282,0.14594927,0.03225096,-0.18648988,0.3262692,0.14422521,-0.20528328,0.093970165,-0.22365144,-0.034568414,0.18280534,0.04723482,-0.14062703,0.10179375,-0.0047397777,-0.09778009,0.04288003,-0.1334089,-0.28438187,0.117683195,0.09638453,0.34153026,0.054340735,0.17765164,-0.17663962,0.19506893,-0.18041521,-0.07989247,-0.15028335,-0.19078994,0.1972373,0.0029059963,brand
bank mandiri,0.02421625,-0.004127768,-0.08798924,0.18665525,0.1390567,-0.10704848,0.07321743,0.037593246,0.08900872,-0.25340796,-0.0885783,0.07170546,0.0437102,0.026028806,0.073442,-0.04394815,0.13285643,-0.14357336,-0.16194803,-0.19540459,-0.020758957,0.2716853,0.16899173,0.09325421,0.028750867,0.07404226,-0.07792839,-0.28394237,0.052350145,0.027985537,0.10906403,-0.047365777,0.026078891,0.14121121,0.028627181,-0.16666633,0.3287869,0.11564292,-0.22242135,0.07717851,-0.22056319,-0.0390881,0.17939584,0.06612847,-0.119881615,0.10825753,0.003296048,-0.092257746,0.044098347,-0.14643136,-0.26067126,0.13343745,0.074245155,0.32803375,0.060475886,0.16624743,-0.15987316,0.19500811,-0.14442335,-0.060920633,-0.1448344,-0.18793145,0.19794327,0.022903105,brand
